"CUSTOMER_BUSINESS_ID","CUSTOMER_NAME","ADDRESS_LINE_1","CITY","POSTAL_CODE","STATE","ADDRESS_LINE_2","COUNTRY","COUNTY","CUSTOMER_FULL_DETAIL","PHONE","POSTALCODE_EXTENSION","IDENTIFIER_TYPE","IDENTIFIER_VALUE","ENRICHED_INDICATOR","CONFIDENCE_SCORE","VERIFICATION_MESSAGE","VERIFICATION_STATUS_CODE","ADDRESS_ROLE","CREATED_TIMESTAMP","UPDATED_TIMESTAMP"
"CUS000000176W","Portage Sda Church School","2102 E STATE ROAD 33","PORTAGE","53901-146G","US-WI","","US",,"Portage Sda Church School 2102 E STATE ROAD 33  PORTAGE US-WI 53901-146G US",,,"AgileEd ID","9LLIFFCVEDQF","VALID",0.9872787528,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000176W","Portage Sda Church School","2101 E STATE ROAD 33","PORTAGE","53901-1468","US-WI","","US",,"Portage Sda Church School 2101 E STATE ROAD 33  PORTAGE US-WI 53901-1468 US",,,"HMH Ref ID","IRO7YY0KZ6XN","VALID",0.9984780454,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000177X","Ekhiyeni School","ST JOHNS MISSION BARBARTON","NELSPRIUT","1300",,"","ZA",,"Ekhiyeni School ST JOHNS MISSION BARBARTON  NELSPRIUT  1300 ZA",,,"NCES ID","P1WZ2NAR3SHL","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000177X","Ekhiyeni School","ST JOHNS MISSION BARBARTON","NELSPRIUT","1300",,"","ZA",,"Ekhiyeni School ST JOHNS MISSION BARBARTON  NELSPRIUT  1300 ZA",,,"AgileEd ID","0ST69WWP82QZ","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000177X","Ekhiyeni School","ST JOHNS MISSION BARBARTON","NELSPRIUT","1300",,"","ZA",,"Ekhiyeni School ST JOHNS MISSION BARBARTON  NELSPRIUT  1300 ZA",,,"SAP Customer Number","T1BLOW2R576V","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000177X","Ekhiyeni School","ST JOHNS MISSION BARBARTON","NELSPRIUT","1300",,"","ZA",,"Ekhiyeni School ST JOHNS MISSION BARBARTON  NELSPRIUT  1300 ZA",,,"SAP Customer Number","4IJ643YUOAIH","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000178Y","Tutor Time Learning Center","181 SUNRISE HWY","WEST ISLIP","11795-2011","US-NY","","US",,"Tutor Time Learning Center 181 SUNRISE HWY  WEST ISLIP US-NY 11795-2011 US",,,"SAP Customer Number","T67A50121XRU","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000178Y","Tutor Time Learning Center","181 SUNRISE HWY","WEST ISLIP","11795-2011","US-NY","","US",,"Tutor Time Learning Center 181 SUNRISE HWY  WEST ISLIP US-NY 11795-2011 US",,,"HMH SFDC ID","T247O0GXAPLI","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000178Y","Tutor Time Learning Center","180 SUNRISE HWY","WEST ISLIP","11795-2011","US-NY","","US",,"Tutor Time Learning Center 180 SUNRISE HWY  WEST ISLIP US-NY 11795-2011 US",,,"AgileEd ID","78C11JG1MS4T","VALID",0.9882482095,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000179Z","University of Little Tots","11702 HIGHWAY 57","VANCLEAVE","39565-8309","US-MS","","US",,"University of Little Tots 11702 HIGHWAY 57  VANCLEAVE US-MS 39565-8309 US",,,"SAP Customer Number","2MNG806W819F","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000179Z","University of Little Tots","11701 HIGHWAY 57","VANCLEAVE","39565-830N","US-MS","","US",,"University of Little Tots 11701 HIGHWAY 57  VANCLEAVE US-MS 39565-830N US",,,"NWEA SFDC ID","MO1DS3HGW10C","VALID",0.990329907,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000179Z","University of Little Tots","11704 HIGHWAY 57","VANCLEAVE","39565-830U","US-MS","","US",,"University of Little Tots 11704 HIGHWAY 57  VANCLEAVE US-MS 39565-830U US",,,"HMH ID","LN6BGUAXNM0A","VALID",0.9860253059,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001800","Veritas Classical Academy","1700 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy 1700 E YESO DR  HOBBS US-NM 88240-4217 US",,,"HMH ID","TT1E32WITPBD","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001800","Veritas Classical Academy","1699 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy 1699 E YESO DR  HOBBS US-NM 88240-4217 US",,,"AgileEd ID","NFMOCTCLKA9L","VALID",0.9884151968,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001800","Veritas Classical Academy","1700 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy 1700 E YESO DR  HOBBS US-NM 88240-4217 US",,,"NWEA SFDC ID","57V4NDJM5GH2","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001800","Veritas Classical Academy","1700 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy 1700 E YESO DR  HOBBS US-NM 88240-4217 US",,,"NWEA SFDC ID","J4TT43TUYKTK","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001800","Veritas Classical Academy","1700 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy 1700 E YESO DR  HOBBS US-NM 88240-4217 US",,,"AgileEd ID","7L5DL0ED8A6B","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001800","Veritas Classical Academy","1700 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy 1700 E YESO DR  HOBBS US-NM 88240-4217 US",,,"HMH ID","TJVU2CGXU5WA","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001811","Eldorado Elementary School","1100 ALEXANDER ST","ELDORADO","62930-232G","US-IL","","US",,"Eldorado Elementary School 1100 ALEXANDER ST  ELDORADO US-IL 62930-232G US",,,"NCES ID","ZIIBCO8JEAHD","VALID",0.9749138593,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001822","Westport Free Public Library","410 OLD COUNTY RD","WESTPORT","02790-1169","US-MA","","US",,"Westport Free Public Library 410 OLD COUNTY RD  WESTPORT US-MA 02790-1169 US",,,"NWEA SFDC ID","2XN9TXFJNJD5","VALID",0.9864687413,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001833","Ecole Marie-Anne-Gaboury","95 PULBERRY ST","WINNIPEG","R2M 3X5","CA-MB","","CA",,"Ecole Marie-Anne-Gaboury 95 PULBERRY ST  WINNIPEG CA-MB R2M 3X5 CA",,,"HMH Ref ID","HIBMQIMI8ACU","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001833","Ecole Marie-Anne-Gaboury","95 PULBERRY ST","WINNIPEG","R2M 3X5","CA-MB","","CA",,"Ecole Marie-Anne-Gaboury 95 PULBERRY ST  WINNIPEG CA-MB R2M 3X5 CA",,,"NWEA SFDC ID","9X66D7WDJV07","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001833","Ecole Marie-Anne-Gaboury","96 PULBERRY ST","WINNIPEG","R2M 3X0","CA-MB","","CA",,"Ecole Marie-Anne-Gaboury 96 PULBERRY ST  WINNIPEG CA-MB R2M 3X0 CA",,,"AgileEd ID","R925DSIUAZ71","VALID",0.9799701976,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001833","Ecole Marie-Anne-Gaboury","95 PULBERRY ST","WINNIPEG","R2M 3X5","CA-MB","","CA",,"Ecole Marie-Anne-Gaboury 95 PULBERRY ST  WINNIPEG CA-MB R2M 3X5 CA",,,"HMH SFDC ID","F09UYG3IBG3H","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001844","Parkside Pre-School","476 CENTRE ST STE 2","NEWTON","02458-2090","US-MA","","US",,"Parkside Pre-School 476 CENTRE ST STE 2  NEWTON US-MA 02458-2090 US",,,"HMH Ref ID","Z3BG52IB4TCT","VALID",0.9983629456,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001844","Parkside Pre-School","472 CENTRE ST STE 2","NEWTON","02458-209M","US-MA","","US",,"Parkside Pre-School 472 CENTRE ST STE 2  NEWTON US-MA 02458-209M US",,,"HMH Ref ID","EGP4H2HWSWCZ","VALID",0.9686532522,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001855","Armed Services Ymca-Mtn View","501 MOUNTAIN LION RD","KILLEEN","76548-8830","US-TX","","US",,"Armed Services Ymca-Mtn View 501 MOUNTAIN LION RD  KILLEEN US-TX 76548-8830 US",,,"AgileEd ID","AXA3BL13VCG8","VALID",0.9920196328,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001877","KINDERCARE-KINGSPORT","2000 AMERICAN WAY","KINGSPORT","37660-4760","US-TN","","US",,"KINDERCARE-KINGSPORT 2000 AMERICAN WAY  KINGSPORT US-TN 37660-4760 US",,,"HMH ID","JT660J08XTR5","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001877","KINDERCARE-KINGSPORT","2000 AMERICAN WAY","KINGSPORT","37660-4760","US-TN","","US",,"KINDERCARE-KINGSPORT 2000 AMERICAN WAY  KINGSPORT US-TN 37660-4760 US",,,"HMH Ref ID","GZGXOIYFOY0S","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001877","KINDERCARE-KINGSPORT","2000 AMERICAN WAY","KINGSPORT","37660-4760","US-TN","","US",,"KINDERCARE-KINGSPORT 2000 AMERICAN WAY  KINGSPORT US-TN 37660-4760 US",,,"HMH SFDC ID","YLKA51E04PD8","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000001899","Busy Beaver Extnd Day Prog","347 WOODSIDE AVE","BRIDGEPORT","06606-2279","US-CT","","US",,"Busy Beaver Extnd Day Prog 347 WOODSIDE AVE  BRIDGEPORT US-CT 06606-2279 US",,,"AgileEd ID","V7INRZJK9E0O","VALID",0.9993497782,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen 115 EASTERN AVE  BALLSTON SPA US-NY 12020-1822 US",,,"HMH SFDC ID","1KTIOR4V1OG0","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen 115 EASTERN AVE  BALLSTON SPA US-NY 12020-1822 US",,,"HMH Ref ID","VFIJMCJB00ET","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","116 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen 116 EASTERN AVE  BALLSTON SPA US-NY 12020-1822 US",,,"AgileEd ID","2I7P80SD0P47","VALID",0.9932581056,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen 115 EASTERN AVE  BALLSTON SPA US-NY 12020-1822 US",,,"AgileEd ID","9SHO5D5AFQL0","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen 115 EASTERN AVE  BALLSTON SPA US-NY 12020-1822 US",,,"SAP Customer Number","6M3SGUR4PU6W","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen 115 EASTERN AVE  BALLSTON SPA US-NY 12020-1822 US",,,"AgileEd ID","J0BI6ATQGKRY","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-182R","US-NY","","US",,"Kid'S Club Dc-Miss Karen 115 EASTERN AVE  BALLSTON SPA US-NY 12020-182R US",,,"NWEA SFDC ID","HXWEDNYA3S9U","VALID",0.9833116417,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000191B","Lots-A-Tots Family Day Care","1433 FERNJ AVE","SCHENECTADY","12306-2710","US-NY","","US",,"Lots-A-Tots Family Day Care 1433 FERNJ AVE  SCHENECTADY US-NY 12306-2710 US",,,"NWEA SFDC ID","OZ9ROE19BP0L","VALID",0.9836266347,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000192C","Moffett Head Start","J01 BELT AVE","MOFFETT","74946","US-OK","","US",,"Moffett Head Start J01 BELT AVE  MOFFETT US-OK 74946 US",,,"AgileEd ID","4FVMYPJ2NNOC","VALID",0.9571758063,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000192C","Moffett Head Start","701 BELT AVE","MOFFETT","74946","US-OK","","US",,"Moffett Head Start 701 BELT AVE  MOFFETT US-OK 74946 US",,,"AgileEd ID","14J643F1AYSV","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000193D","Graeagle Pre-School","PO BOX 1636","BLRSDN GREAGL","96103-1636","US-CA","","US",,"Graeagle Pre-School PO BOX 1636  BLRSDN GREAGL US-CA 96103-1636 US",,,"SAP Customer Number","BOGWHUPOF0HK","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000193D","Graeagle Pre-School","PO BOX M1636","BLRSDN GREAGL","96103-1636","US-CA","","US",,"Graeagle Pre-School PO BOX M1636  BLRSDN GREAGL US-CA 96103-1636 US",,,"SAP Customer Number","OC7501OEEA20","VALID",0.9692628915,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000194E","Smart Start Day School","6301 S 57TH DR","MIAMI","33143-2100","US-FL","","US",,"Smart Start Day School 6301 S 57TH DR  MIAMI US-FL 33143-2100 US",,,"HMH Ref ID","YJ8HQDE7M7H6","VALID",0.9948649756,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000194E","Smart Start Day School","6301 SW K57TH DR","MIAMI","33143-2100","US-FL","","US",,"Smart Start Day School 6301 SW K57TH DR  MIAMI US-FL 33143-2100 US",,,"SAP Customer Number","NGQ6TLV0GUB5","VALID",0.9769424457,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000194E","Smart Start Day School","6310 SW 57TH DR","MIAMI","33143-2100","US-FL","","US",,"Smart Start Day School 6310 SW 57TH DR  MIAMI US-FL 33143-2100 US",,,"NWEA SFDC ID","AFDR3TGWJ7PU","VALID",0.9957676262,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000195F","Wayside Baptist Pre-School","7701 SW 98TH ST","MIAMI","33156-2634","US-FL","","US",,"Wayside Baptist Pre-School 7701 SW 98TH ST  MIAMI US-FL 33156-2634 US",,,"HMH Ref ID","TWO7ERC4R6S3","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000195F","Wayside Baptist Pre-School","7701 SW 98TH ST","MIAMI","33156-2634","US-FL","","US",,"Wayside Baptist Pre-School 7701 SW 98TH ST  MIAMI US-FL 33156-2634 US",,,"SAP Customer Number","1NFXGIMYDO5N","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000195F","Wayside Baptist Pre-School","7703 SW 98TH ST","MIAMI","33156-2634","US-FL","","US",,"Wayside Baptist Pre-School 7703 SW 98TH ST  MIAMI US-FL 33156-2634 US",,,"HMH SFDC ID","JU0S1G9EU818","VALID",0.9989801296,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000195F","Wayside Baptist Pre-School","7701 SW 98TH ST","MIAMI","33156-2634","US-FL","","US",,"Wayside Baptist Pre-School 7701 SW 98TH ST  MIAMI US-FL 33156-2634 US",,,"HMH ID","9VYSKE5M0SWX","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000195F","Wayside Baptist Pre-School","7703 SW 98TH ST","MIAMI","33156-2634","US-FL","","US",,"Wayside Baptist Pre-School 7703 SW 98TH ST  MIAMI US-FL 33156-2634 US",,,"AgileEd ID","6ZPMG6OOH1XA","VALID",0.9989801296,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
