"X","Y","OBJECTID","NCESID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","LATITUDE","LONGITUDE","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","LEVEL_","ENROLLMENT","ST_GRADE","END_GRADE","DISTRICTID","FT_TEACHER","SHELTER_ID","CUSTOMER_FULL_DATA","CUSTOMER_FULL_DETAIL"
-88.344382864999943,44.219931134000028,2034,550747002641,"WOODLAND SCHOOL","N9085 N COOP RD","APPLETON","WI",54915,"NOT AVAILABLE","(920) 730-0924",1,1,548,"CALUMET",55015,"USA",44.2199311340000,-88.3443828649999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=550747002641","2010-01-29 00:00:00.000","IMAGERY/OTHER","2013-01-04 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=550747002641","1",548,"PK","04",5507470,-1,"NOT AVAILABLE","WOODLAND SCHOOL N9085 N COOP RD APPLETON WI 54915.00000","WOODLAND SCHOOL N9085 N COOP RD APPLETON WI 54915.00000"
-87.927895845999956,43.058366311000043,2035,550960002860,"MILWAUKEE COLLEGE PREPARATORY SCHOOL -- LLOYD STREET","1228 W LLOYD ST, STE 100","MILWAUKEE","WI",53205,"1243","(414) 264-6000",1,1,494,"MILWAUKEE",55079,"USA",43.0583663110000,-87.9278958460000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=550960002860","2014-02-04 00:00:00.000","IMAGERY/OTHER","2014-05-12 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=550960002860","1",494,"PK","08",5509600,-1,"NOT AVAILABLE","MILWAUKEE COLLEGE PREPARATORY SCHOOL -- LLOYD STREET 1228 W LLOYD ST, STE 100 MILWAUKEE WI 53205.00000","MILWAUKEE COLLEGE PREPARATORY SCHOOL -- LLOYD STREET 1228 W LLOYD ST, STE 100 MILWAUKEE WI 53205.00000"
-66.147616932999938,18.165289509000029,2036,720003000163,"SANTA CLARA","CARR 734 KM 1 BO ARENAS SECTOR","CIDRA","PR",739,"NOT AVAILABLE","(787) 739-5623",1,2,-999,"CIDRA",72041,"PRI",18.1652895090000,-66.1476169329999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003000163","2010-01-29 00:00:00.000","GEOCODE","2010-09-17 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003000163","N",-1,"07","07",7200030,-1,"NOT AVAILABLE","SANTA CLARA CARR 734 KM 1 BO ARENAS SECTOR CIDRA PR 739.00000","SANTA CLARA CARR 734 KM 1 BO ARENAS SECTOR CIDRA PR 739.00000"
-66.870124757999974,18.301595063000022,2037,720003000668,"LUIS FELIPE RODRIGUEZ GARCIA","CARR  483 KM 13 HM 1 BO PIEDRA","ARECIBO","PR",614,"NOT AVAILABLE","(787) 787-1240",1,1,450,"LARES",72081,"PRI",18.3015950630000,-66.8701247580000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003000668","2010-01-29 00:00:00.000","GEOCODE","2017-10-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003000668","1",414,"KG","06",7200030,36,"NOT AVAILABLE","LUIS FELIPE RODRIGUEZ GARCIA CARR  483 KM 13 HM 1 BO PIEDRA ARECIBO PR 614.00000","LUIS FELIPE RODRIGUEZ GARCIA CARR  483 KM 13 HM 1 BO PIEDRA ARECIBO PR 614.00000"
-65.959850493999966,18.396758508000058,2038,720003001477,"LUZ AMERICA CALDERON","AVE CENTRAL BOULEVAR 18 VC","CAROLINA","PR",985,"NOT AVAILABLE","(787) 768-4044",1,1,619,"CAROLINA",72031,"PRI",18.3967585080001,-65.9598504940000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003001477","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-09-16 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003001477","3",587,"10","12",7200030,32,"NOT AVAILABLE","LUZ AMERICA CALDERON AVE CENTRAL BOULEVAR 18 VC CAROLINA PR 985.00000","LUZ AMERICA CALDERON AVE CENTRAL BOULEVAR 18 VC CAROLINA PR 985.00000"
-66.572170000000000,18.248790000000000,2039,720003001882,"ADRIAN TORRES TORRES","CARR 141-R KM 2 HM 1 SECTOR PU, SECTOR PUEBLO","JAYUYA","PR",664,"NOT AVAILABLE","(787) 828-3445",1,1,393,"JAYUYA",72073,"PRI",18.2487900000000,-66.5721700000000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003001882","2010-09-24 00:00:00.000","GEOCODE","2010-09-24 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003001882","2",367,"07","09",7200030,26,"NOT AVAILABLE","ADRIAN TORRES TORRES CARR 141-R KM 2 HM 1 SECTOR PU, SECTOR PUEBLO JAYUYA PR 664.00000","ADRIAN TORRES TORRES CARR 141-R KM 2 HM 1 SECTOR PU, SECTOR PUEBLO JAYUYA PR 664.00000"
-118.199836750999964,33.979092197000057,2040,62271012695,"MAGNOLIA SCIENCE ACADEMY BELL","6411 ORCHARD AVE.","BELL","CA",90201,"1023","NOT AVAILABLE",1,1,511,"LOS ANGELES",6037,"USA",33.9790921970001,-118.1998367510000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271012695","2014-02-04 00:00:00.000","IMAGERY","2014-05-16 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271012695","2",489,"06","08",622710,22,"NOT AVAILABLE","MAGNOLIA SCIENCE ACADEMY BELL 6411 ORCHARD AVE. BELL CA 90201.00000","MAGNOLIA SCIENCE ACADEMY BELL 6411 ORCHARD AVE. BELL CA 90201.00000"
-81.893237709999937,27.996231310000049,2041,120159001784,"MAYNARD A. TRAVISS CAREER CENTER","3225 WINTER LAKE RD","LAKELAND","FL",33803,"9709","(863) 499-2700",3,1,304,"POLK",12105,"USA",27.9962313100000,-81.8932377099999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120159001784","2009-10-13 00:00:00.000","IMAGERY","2010-06-22 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120159001784","3",243,"08","12",1201590,61,"NOT AVAILABLE","MAYNARD A. TRAVISS CAREER CENTER 3225 WINTER LAKE RD LAKELAND FL 33803.00000","MAYNARD A. TRAVISS CAREER CENTER 3225 WINTER LAKE RD LAKELAND FL 33803.00000"
-84.142495207999957,34.136533814000067,2042,130222001610,"DAVES CREEK ELEMENTARY SCHOOL","3740 MELODY MIZER LN","CUMMING","GA",30041,"NOT AVAILABLE","(770) 888-1222",1,1,1287,"FORSYTH",13117,"USA",34.1365338140001,-84.1424952080000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130222001610","2010-01-29 00:00:00.000","IMAGERY","2010-08-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130222001610","1",1221,"PK","05",1302220,66,"10810919","DAVES CREEK ELEMENTARY SCHOOL 3740 MELODY MIZER LN CUMMING GA 30041.00000","DAVES CREEK ELEMENTARY SCHOOL 3740 MELODY MIZER LN CUMMING GA 30041.00000"
-87.665682435999926,41.692186890000066,2043,170993001002,"MORGAN PARK HIGH SCHOOL","1744 W PRYOR AVE","CHICAGO","IL",60643,"3497","(773) 535-2550",1,1,1506,"COOK",17031,"USA",41.6921868900001,-87.6656824359999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993001002","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-01 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993001002","3",1425,"07","12",1709930,81,"NOT AVAILABLE","MORGAN PARK HIGH SCHOOL 1744 W PRYOR AVE CHICAGO IL 60643.00000","MORGAN PARK HIGH SCHOOL 1744 W PRYOR AVE CHICAGO IL 60643.00000"
-87.771385996999967,38.420285997000057,2044,174047004373,"NORTH INTERMEDIATE CTR OF EDUC","1300 N WALNUT ST","MOUNT CARMEL","IL",62863,"1257","(618) 263-3876",1,1,475,"WABASH",17185,"USA",38.4202859970001,-87.7713859970000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=174047004373","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-09-07 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=174047004373","1",451,"03","05",1740470,24,"NOT AVAILABLE","NORTH INTERMEDIATE CTR OF EDUC 1300 N WALNUT ST MOUNT CARMEL IL 62863.00000","NORTH INTERMEDIATE CTR OF EDUC 1300 N WALNUT ST MOUNT CARMEL IL 62863.00000"
-86.490788096999935,38.740575270000079,2045,180690001196,"HATFIELD ELEMENTARY SCHOOL","1081 TEKE BURTON DR","MITCHELL","IN",47446,"9801","(812) 849-3834",1,1,423,"LAWRENCE",18093,"USA",38.7405752700001,-86.4907880970000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=180690001196","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-08-03 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=180690001196","1",398,"PK","02",1806900,25,"NOT AVAILABLE","HATFIELD ELEMENTARY SCHOOL 1081 TEKE BURTON DR MITCHELL IN 47446.00000","HATFIELD ELEMENTARY SCHOOL 1081 TEKE BURTON DR MITCHELL IN 47446.00000"
-97.120611670999949,37.384478117000072,2046,201239001203,"UDALL HIGH","301 W. 4TH ST.","UDALL","KS",67146,"NOT AVAILABLE","(620) 782-3623",1,1,121,"COWLEY",20035,"USA",37.3844781170001,-97.1206116709999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=201239001203","2010-01-29 00:00:00.000","IMAGERY","2010-09-02 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=201239001203","3",109,"09","12",2012390,12,"NOT AVAILABLE","UDALL HIGH 301 W. 4TH ST. UDALL KS 67146.00000","UDALL HIGH 301 W. 4TH ST. UDALL KS 67146.00000"
-86.445365900000000,36.994331400000078,2047,210057001911,"WARREN REGIONAL JUVENILE DETENTION CTR","1020 KENTUCKY ST","BOWLING GREEN","KY",42102,"NOT AVAILABLE","(270) 746-7155",4,1,26,"WARREN",21227,"USA",36.9943314000001,-86.4453659000000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=210057001911","2010-01-29 00:00:00.000","IMAGERY/OTHER","2012-11-13 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=210057001911","4",22,"06","12",2100570,4,"NOT AVAILABLE","WARREN REGIONAL JUVENILE DETENTION CTR 1020 KENTUCKY ST BOWLING GREEN KY 42102.00000","WARREN REGIONAL JUVENILE DETENTION CTR 1020 KENTUCKY ST BOWLING GREEN KY 42102.00000"
-85.922012478999989,44.850267782000053,2048,261602005253,"MAPLE CITY-GLEN LAKE JR/SR HIGH SCHOOL","3375 WEST BURDICKVILLE RD","MAPLE CITY","MI",49664,"8753","(231) 334-3061",1,1,394,"LEELANAU",26089,"USA",44.8502677820001,-85.9220124790000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=261602005253","2010-01-29 00:00:00.000","IMAGERY","2010-02-10 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=261602005253","3",366,"07","12",2616020,28,"10815319","MAPLE CITY-GLEN LAKE JR/SR HIGH SCHOOL 3375 WEST BURDICKVILLE RD MAPLE CITY MI 49664.00000","MAPLE CITY-GLEN LAKE JR/SR HIGH SCHOOL 3375 WEST BURDICKVILLE RD MAPLE CITY MI 49664.00000"
-83.518777280999984,43.273817681000018,2049,262391006075,"MILLINGTON HIGH SCHOOL","8780 DEAN DR","MILLINGTON","MI",48746,"9694","(989) 871-5220",1,1,436,"TUSCOLA",26157,"USA",43.2738176810000,-83.5187772810000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262391006075","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-29 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262391006075","3",417,"09","12",2623910,19,"NOT AVAILABLE","MILLINGTON HIGH SCHOOL 8780 DEAN DR MILLINGTON MI 48746.00000","MILLINGTON HIGH SCHOOL 8780 DEAN DR MILLINGTON MI 48746.00000"
-95.230345998999951,40.133934392000079,2050,292148001180,"MOUND CITY HIGH","708 NEBRASKA ST","MOUND CITY","MO",64470,"1251","(660) 442-5429",1,1,78,"HOLT",29087,"USA",40.1339343920001,-95.2303459990000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=292148001180","2010-01-29 00:00:00.000","IMAGERY","2010-08-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=292148001180","3",70,"09","12",2921480,8,"10780351","MOUND CITY HIGH 708 NEBRASKA ST MOUND CITY MO 64470.00000","MOUND CITY HIGH 708 NEBRASKA ST MOUND CITY MO 64470.00000"
-75.079555533999951,39.943741078000066,2051,340264001380,"FRANCIS X. MCGRAW ELEMENTARY SCHOOL","3051 FREMONT STREET","CAMDEN","NJ",8105,"NOT AVAILABLE","(856) 966-8960",1,1,323,"CAMDEN",34007,"USA",39.9437410780001,-75.0795555340000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=340264001380","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-06-15 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=340264001380","1",297,"PK","05",3402640,26,"NOT AVAILABLE","FRANCIS X. MCGRAW ELEMENTARY SCHOOL 3051 FREMONT STREET CAMDEN NJ 8105.00000","FRANCIS X. MCGRAW ELEMENTARY SCHOOL 3051 FREMONT STREET CAMDEN NJ 8105.00000"
-81.273390896999956,35.732914888000046,2052,370069000289,"SAINT STEPHENS ELEMENTARY","684 30TH STREET NE","CONOVER","NC",28613,"NOT AVAILABLE","(828) 256-2570",1,1,810,"CATAWBA",37035,"USA",35.7329148880000,-81.2733908970000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370069000289","2010-01-29 00:00:00.000","IMAGERY","2010-08-16 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370069000289","1",756,"KG","06",3700690,54,"NOT AVAILABLE","SAINT STEPHENS ELEMENTARY 684 30TH STREET NE CONOVER NC 28613.00000","SAINT STEPHENS ELEMENTARY 684 30TH STREET NE CONOVER NC 28613.00000"
-83.676719802999969,41.587704119000080,2053,390018004704,"OHIO VIRTUAL ACADEMY","1690 WOODLANDS DR STE 200","MAUMEE","OH",43537,"4045","(877) 648-2512",1,1,11278,"LUCAS",39095,"USA",41.5877041190001,-83.6767198030000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390018004704","2010-01-29 00:00:00.000","GEOCODE","2010-12-02 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390018004704","4",11278,"KG","12",3900180,-1,"NOT AVAILABLE","OHIO VIRTUAL ACADEMY 1690 WOODLANDS DR STE 200 MAUMEE OH 43537.00000","OHIO VIRTUAL ACADEMY 1690 WOODLANDS DR STE 200 MAUMEE OH 43537.00000"
-96.882523009999929,35.705173903000052,2054,400729000283,"CHANDLER HS","901 SOUTH CHS STREET","CHANDLER","OK",74834,"4834","(405) 258-1269",1,1,337,"LINCOLN",40081,"USA",35.7051739030001,-96.8825230099999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=400729000283","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-07-28 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=400729000283","3",319,"09","12",4007290,18,"NOT AVAILABLE","CHANDLER HS 901 SOUTH CHS STREET CHANDLER OK 74834.00000","CHANDLER HS 901 SOUTH CHS STREET CHANDLER OK 74834.00000"
-96.477339156999960,34.039356188000049,2055,402764001471,"SILO JHS","122 WEST BOURNE STREET","DURANT","OK",74701,"4701","(580) 924-7000",1,1,121,"BRYAN",40013,"USA",34.0393561880001,-96.4773391570000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=402764001471","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-08-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=402764001471","2",112,"07","08",4027640,9,"NOT AVAILABLE","SILO JHS 122 WEST BOURNE STREET DURANT OK 74701.00000","SILO JHS 122 WEST BOURNE STREET DURANT OK 74701.00000"
-97.652065394999966,35.472115583000047,2056,403237001789,"COUNCIL GROVE ES","7721 MELROSE LANE","OKLAHOMA CITY","OK",73127,"3127","(405) 350-3465",1,1,515,"OKLAHOMA",40109,"USA",35.4721155830001,-97.6520653950000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=403237001789","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-09-01 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=403237001789","1",481,"PK","04",4032370,34,"NOT AVAILABLE","COUNCIL GROVE ES 7721 MELROSE LANE OKLAHOMA CITY OK 73127.00000","COUNCIL GROVE ES 7721 MELROSE LANE OKLAHOMA CITY OK 73127.00000"
-79.824904976999960,40.374494231000021,2057,420806000542,"GREEN VALLEY PRIMARY SCH","3290 CRESTVIEW DR","NORTH VERSAILLES","PA",15137,"NOT AVAILABLE","(412) 673-9737",1,1,482,"ALLEGHENY",42003,"USA",40.3744942310000,-79.8249049770000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=420806000542","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-09-02 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=420806000542","1",446,"KG","03",4208060,36,"NOT AVAILABLE","GREEN VALLEY PRIMARY SCH 3290 CRESTVIEW DR NORTH VERSAILLES PA 15137.00000","GREEN VALLEY PRIMARY SCH 3290 CRESTVIEW DR NORTH VERSAILLES PA 15137.00000"
-80.450214230999961,40.979020575000042,2058,421554007129,"MOHAWK EL SCH","351 MOHAWK SCHOOL ROAD, P O BOX 799","BESSEMER","PA",16112,"NOT AVAILABLE","(724) 667-7782",1,1,855,"LAWRENCE",42073,"USA",40.9790205750001,-80.4502142310000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=421554007129","2010-01-29 00:00:00.000","IMAGERY","2010-09-03 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=421554007129","1",797,"KG","06",4215540,58,"10774724","MOHAWK EL SCH 351 MOHAWK SCHOOL ROAD, P O BOX 799 BESSEMER PA 16112.00000","MOHAWK EL SCH 351 MOHAWK SCHOOL ROAD, P O BOX 799 BESSEMER PA 16112.00000"
-79.856195432999982,40.436336756000060,2059,421650007214,"WOODLAND HILLS SHS","2550 GREENSBURG PIKE","PITTSBURGH","PA",15221,"NOT AVAILABLE","(412) 244-1100",1,1,1310,"ALLEGHENY",42003,"USA",40.4363367560001,-79.8561954330000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=421650007214","2009-10-13 00:00:00.000","IMAGERY","2010-05-19 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=421650007214","3",1218,"09","12",4216500,92,"10806457","WOODLAND HILLS SHS 2550 GREENSBURG PIKE PITTSBURGH PA 15221.00000","WOODLAND HILLS SHS 2550 GREENSBURG PIKE PITTSBURGH PA 15221.00000"
-99.717112781999944,32.452265288000028,2060,480744007123,"WOODSON CENTER FOR EXCELLENCE","342 COCKERELL","ABILENE","TX",79601,"4444","(325) 671-4736",4,1,186,"TAYLOR",48441,"USA",32.4522652880000,-99.7171127820000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480744007123","2010-01-29 00:00:00.000","IMAGERY","2010-07-27 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480744007123","3",166,"07","12",4807440,20,"NOT AVAILABLE","WOODSON CENTER FOR EXCELLENCE 342 COCKERELL ABILENE TX 79601.00000","WOODSON CENTER FOR EXCELLENCE 342 COCKERELL ABILENE TX 79601.00000"
-101.803390529999959,35.180211232000019,2062,480813000149,"CAPROCK H S","3001 E 34TH","AMARILLO","TX",79103,"5599","(806) 326-2200",1,1,1993,"RANDALL",48381,"USA",35.1802112320000,-101.8033905300000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480813000149","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-10-04 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480813000149","4",1854,"PK","12",4808130,139,"NOT AVAILABLE","CAPROCK H S 3001 E 34TH AMARILLO TX 79103.00000","CAPROCK H S 3001 E 34TH AMARILLO TX 79103.00000"
-97.449420705999955,25.892302312000034,2063,481168000654,"GARZA EL","200 ESPERANZA RD","BROWNSVILLE","TX",78521,"4699","(956) 982-2660",1,1,636,"CAMERON",48061,"USA",25.8923023120000,-97.4494207060000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481168000654","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-09-21 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481168000654","1",593,"PK","05",4811680,43,"NOT AVAILABLE","GARZA EL 200 ESPERANZA RD BROWNSVILLE TX 78521.00000","GARZA EL 200 ESPERANZA RD BROWNSVILLE TX 78521.00000"
-98.157734367999964,26.258829939000066,2064,481818001500,"ESCANDON EL","1100 E TRENTON RD","EDINBURG","TX",78539,"0090","(956) 289-2545",1,1,659,"HIDALGO",48215,"USA",26.2588299390001,-98.1577343680000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481818001500","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-10-03 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481818001500","1",623,"PK","05",4818180,36,"NOT AVAILABLE","ESCANDON EL 1100 E TRENTON RD EDINBURG TX 78539.00000","ESCANDON EL 1100 E TRENTON RD EDINBURG TX 78539.00000"
-95.750992833999987,29.571843695000027,2065,482658021244,"JUVENILE DETENT CTR","122 GOLFVIEW","RICHMOND","TX",77469,"5137","(281) 633-7312",4,1,53,"FORT BEND",48157,"USA",29.5718436950000,-95.7509928340000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482658021244","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-09-30 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482658021244","3",49,"07","12",4826580,4,"NOT AVAILABLE","JUVENILE DETENT CTR 122 GOLFVIEW RICHMOND TX 77469.00000","JUVENILE DETENT CTR 122 GOLFVIEW RICHMOND TX 77469.00000"
-97.129653140999949,32.567576757000033,2066,482892009053,"TARRANT CO J J A E P","902 E BROAD ST","MANSFIELD","TX",76063,"1794","(817) 299-5800",4,1,4,"TARRANT",48439,"USA",32.5675767570000,-97.1296531409999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482892009053","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-10-04 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482892009053","4",4,"07","11",4828920,-1,"NOT AVAILABLE","TARRANT CO J J A E P 902 E BROAD ST MANSFIELD TX 76063.00000","TARRANT CO J J A E P 902 E BROAD ST MANSFIELD TX 76063.00000"
-99.485557018999941,27.580698876000039,2067,484365007478,"TRAUTMANN MIDDLE","8501 CURLY LN","LAREDO","TX",78045,"NOT AVAILABLE","(956) 473-7400",1,1,1916,"WEBB",48479,"USA",27.5806988760000,-99.4855570189999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=484365007478","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-10-19 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=484365007478","2",1821,"06","08",4843650,95,"10819195","TRAUTMANN MIDDLE 8501 CURLY LN LAREDO TX 78045.00000","TRAUTMANN MIDDLE 8501 CURLY LN LAREDO TX 78045.00000"
