"CUSTOMER_BUSINESS_ID","CUSTOMER_NAME","ADDRESS_LINE_1","CITY","POSTAL_CODE","STATE","ADDRESS_LINE_2","COUNTRY","COUNTY","CUSTOMER_FULL_DETAIL","PHONE","POSTALCODE_EXTENSION"
"CUS000000134Q","Poinciana Elementary School","2825 AIRPORT RD N","NAPLES","34105-3099","US-FL","","US",,"Poinciana Elementary School, 2825 AIRPORT RD N, NAPLES, US-FL, 34105-3099",,
"CUS000000135R","Escola Bilingue Semear","AVENIDA ALVIN BAUER, 540","BALNEARIO CAMBORIU","88330-643",,"","BR",,"Escola Bilingue Semear, AVENIDA ALVIN BAUER, 540, BALNEARIO CAMBORIU, 88330-643",,
"CUS000000136S","The Ocean of Light Intl Schools","PO BOX 2878","NUKU'ALOFA","",,"","TO",,"The Ocean of Light Intl Schools, PO BOX 2878, NUKU'ALOFA",,
"CUS000000137T","Chiang Rai International School","496 MOO 5","CHIANG RAI","57100",,"","TW",,"Chiang Rai International School, 496 MOO 5, CHIANG RAI, 57100",,
"CUS000000138U","Chiang Rai International School","496 MOO 5","CHIANG RAI","57100",,"","TW",,"Chiang Rai International School, 496 MOO 5, CHIANG RAI, 57100",,
"CUS000000139V","St Anthony of Padua Parish","63 DANA CT","WESTBROOK","04092-2912","US-ME","","US",,"St Anthony of Padua Parish, 63 DANA CT, WESTBROOK, US-ME, 04092-2912",,
"CUS000000140W","Discovery Isle Child Dev Ctr","3791 OCEANIC WAY","OCEANSIDE","92056-2648","US-CA","","US",,"Discovery Isle Child Dev Ctr, 3791 OCEANIC WAY, OCEANSIDE, US-CA, 92056-2648",,
"CUS000000141X","Camp Hill School District","418 S 24TH ST","CAMP HILL","17011-5309","US-PA","","US",,"Camp Hill School District, 418 S 24TH ST, CAMP HILL, US-PA, 17011-5309",,
"CUS000000142Y","Coachland Education Center","11858 SAN PABLO AVE","EL CERRITO","94530-1752","US-CA","","US",,"Coachland Education Center, 11858 SAN PABLO AVE, EL CERRITO, US-CA, 94530-1752",,
"CUS000000143Z","Kratz Elementary School","4301 EDMUNDSON RD","SAINT LOUIS","63134-3909","US-MO","","US",,"Kratz Elementary School, 4301 EDMUNDSON RD, SAINT LOUIS, US-MO, 63134-3909",,
"CUS0000001440","Kratz Elementary School","4301 EDMUNDSON RD","SAINT LOUIS","63134-3909","US-MO","","US",,"Kratz Elementary School, 4301 EDMUNDSON RD, SAINT LOUIS, US-MO, 63134-3909",,
"CUS0000001451","St Clements School","1515 WILDER AVE","HONOLULU","96822-4614","US-HI","","US",,"St Clements School, 1515 WILDER AVE, HONOLULU, US-HI, 96822-4614",,
"CUS0000001462","Cortland Works Career Center","99 MAIN ST","CORTLAND","13045-2610","US-NY","","US",,"Cortland Works Career Center, 99 MAIN ST, CORTLAND, US-NY, 13045-2610",,
"CUS0000001473","Morgan Elementary School","38 STAMFORD RD","HAMILTON","08619-1448","US-NJ","","US",,"Morgan Elementary School, 38 STAMFORD RD, HAMILTON, US-NJ, 08619-1448",,
"CUS0000001484","Michigan Virtual High School","370 INDEPENDENCE AVE","MARYSVILLE","48040-2539","US-MI","","US",,"Michigan Virtual High School, 370 INDEPENDENCE AVE, MARYSVILLE, US-MI, 48040-2539",,
"CUS0000001495","Camp Hill School District","2627 CHESTNUT STREET","CAMP HILL","17011-4623","US-PA","","US",,"Camp Hill School District, 2627 CHESTNUT STREET, CAMP HILL, US-PA, 17011-4623",,
"CUS0000001506","Suba Books and Periodicals Dist Ltd","CITY SQ","NAIROBI","00200",,"PRIVATE BAG 51336","KE",,"Suba Books and Periodicals Dist Ltd, CITY SQ, PRIVATE BAG 51336, NAIROBI, 00200",,
"CUS0000001517","William Appleby Elem School","24 ALBRO RD","MARATHON","13803-2808","US-NY","","US",,"William Appleby Elem School, 24 ALBRO RD, MARATHON, US-NY, 13803-2808",,
"CUS0000001528","Coachland Education Center","11858 SAN PABLO AVE","EL CERRITO","94530-1752","US-CA","","US",,"Coachland Education Center, 11858 SAN PABLO AVE, EL CERRITO, US-CA, 94530-1752",,
"CUS0000001539","Holloman Elementary School","750 ARNOLD AVE","HOLLOMAN AIR FORCE BASE","88330-8269","US-NM","","US",,"Holloman Elementary School, 750 ARNOLD AVE, HOLLOMAN AIR FORCE BASE, US-NM, 88330-8269",,
"CUS000000154A","Hope School","295A CHEROKEE ST","MARIANNA","32446","US-FL","","US",,"Hope School, 295A CHEROKEE ST, MARIANNA, US-FL, 32446",,
"CUS000000155B","City of Greenbelt","25 CRESCENT RD","GREENBELT","20770-1891","US-MD","","US",,"City of Greenbelt, 25 CRESCENT RD, GREENBELT, US-MD, 20770-1891",,
"CUS000000156C","Del Rio Middle School","720 E DE LA ROSA ST","DEL RIO","78840-6734","US-TX","","US",,"Del Rio Middle School, 720 E DE LA ROSA ST, DEL RIO, US-TX, 78840-6734",,
"CUS000000157D","Del Rio Middle School","720 RAYMOND LOZANO BLVD","DEL RIO","78840","US-TX","","US",,"Del Rio Middle School, 720 RAYMOND LOZANO BLVD, DEL RIO, US-TX, 78840",,
"CUS000000158E","St Gregory School","200 N UNIVERSITY DR","PLANTATION","33324-2018","US-FL","","US",,"St Gregory School, 200 N UNIVERSITY DR, PLANTATION, US-FL, 33324-2018",,
"CUS000000159F","Churchill Junior High School","18 NORTON RD","E BRUNSWICK","08816-1704","US-NJ","","US",,"Churchill Junior High School, 18 NORTON RD, E BRUNSWICK, US-NJ, 08816-1704",,
"CUS000000160G","North Pointe Preparatory","10215 N 43RD AVE","PHOENIX","85051-1025","US-AZ","","US",,"North Pointe Preparatory, 10215 N 43RD AVE, PHOENIX, US-AZ, 85051-1025",,
"CUS000000161H","Mary Fuller Frazier Cmty Lib","142 CONSTITUTION ST","PERRYOPOLIS","15473-1390","US-PA","","US",,"Mary Fuller Frazier Cmty Lib, 142 CONSTITUTION ST, PERRYOPOLIS, US-PA, 15473-1390",,
"CUS000000162I","Eldorado Elementary School","1100 ALEXANDER ST","ELDORADO","62930-2328","US-IL","","US",,"Eldorado Elementary School, 1100 ALEXANDER ST, ELDORADO, US-IL, 62930-2328",,
"CUS000000163J","Huntingdon Area Middle School","2500 CASSADY AVE","HUNTINGDON","16652-2674","US-PA","","US",,"Huntingdon Area Middle School, 2500 CASSADY AVE, HUNTINGDON, US-PA, 16652-2674",,
"CUS000000164K","Hull Public Library","9 MAIN ST","HULL","02045-1111","US-MA","","US",,"Hull Public Library, 9 MAIN ST, HULL, US-MA, 02045-1111",,
"CUS000000165L","Alamo Elementary School","100 WILSON RD","ALAMO","94507-1299","US-CA","","US",,"Alamo Elementary School, 100 WILSON RD, ALAMO, US-CA, 94507-1299",,
"CUS000000166M","Alliance Clg-Ready Mid Acad 4","9719 S MAIN ST","LOS ANGELES","90003-4135","US-CA","","US",,"Alliance Clg-Ready Mid Acad 4, 9719 S MAIN ST, LOS ANGELES, US-CA, 90003-4135",,
"CUS000000167N","Harlowton Public Library","13 CENTRAL AVE S","HARLOWTON","59036-5071","US-MT","","US",,"Harlowton Public Library, 13 CENTRAL AVE S, HARLOWTON, US-MT, 59036-5071",,
"CUS000000168O","Cynthia Bellin","1404 WHITEHOUSE AVE","BUCKLEY","98321-8956","US-WA","","US",,"Cynthia Bellin, 1404 WHITEHOUSE AVE, BUCKLEY, US-WA, 98321-8956",,
"CUS000000169P","Natl Ctr Excellence Teaching Math","55 ST MARYS CT","SHEFFIELD","S2 4AN",,"","GB",,"Natl Ctr Excellence Teaching Math, 55 ST MARYS CT, SHEFFIELD, S2 4AN",,
"CUS000000170Q","Ecole Saint Joseph","3 RUE DU COLLEGE","LACOLLE","J0J 1J0","CA-QC","","CA",,"Ecole Saint Joseph, 3 RUE DU COLLEGE, LACOLLE, CA-QC, J0J 1J0",,
"CUS000000171R","Dilbook Sa de Cv","CALLE COLORADO 26-A","BENITO JUAREZ","03810",,"","MX",,"Dilbook Sa de Cv, CALLE COLORADO 26-A, BENITO JUAREZ, 03810",,
"CUS000000172S","Corinthian Colleges Inc 590","9065 GRANT ST","THORNTON","80229-4339","US-CO","","US",,"Corinthian Colleges Inc 590, 9065 GRANT ST, THORNTON, US-CO, 80229-4339",,
"CUS000000173T","Broome-Tioga Boces Voc Ed Ctr","435 GLENWOOD RD","BINGHAMTON","13905-1606","US-NY","","US",,"Broome-Tioga Boces Voc Ed Ctr, 435 GLENWOOD RD, BINGHAMTON, US-NY, 13905-1606",,
"CUS000000174U","Mccarty Elementary School","3000 VILLAGE GREEN DR","AURORA","60504-7276","US-IL","","US",,"Mccarty Elementary School, 3000 VILLAGE GREEN DR, AURORA, US-IL, 60504-7276",,
"CUS000000175V","Oriole Park Branch Library","7454 W BALMORAL AVE","CHICAGO","60656-1755","US-IL","","US",,"Oriole Park Branch Library, 7454 W BALMORAL AVE, CHICAGO, US-IL, 60656-1755",,
"CUS000000176W","Portage Sda Church School","2100 E STATE ROAD 33","PORTAGE","53901-1468","US-WI","","US",,"Portage Sda Church School, 2100 E STATE ROAD 33, PORTAGE, US-WI, 53901-1468",,
"CUS000000177X","Ekhiyeni School","ST JOHNS MISSION BARBARTON","NELSPRIUT","1300",,"","ZA",,"Ekhiyeni School, ST JOHNS MISSION BARBARTON, NELSPRIUT, 1300",,
"CUS000000178Y","Tutor Time Learning Center","181 SUNRISE HWY","WEST ISLIP","11795-2011","US-NY","","US",,"Tutor Time Learning Center, 181 SUNRISE HWY, WEST ISLIP, US-NY, 11795-2011",,
"CUS000000179Z","University of Little Tots","11702 HIGHWAY 57","VANCLEAVE","39565-8309","US-MS","","US",,"University of Little Tots, 11702 HIGHWAY 57, VANCLEAVE, US-MS, 39565-8309",,
"CUS0000001800","Veritas Classical Academy","1700 E YESO DR","HOBBS","88240-4217","US-NM","","US",,"Veritas Classical Academy, 1700 E YESO DR, HOBBS, US-NM, 88240-4217",,
"CUS0000001811","Eldorado Elementary School","1100 ALEXANDER ST","ELDORADO","62930-2328","US-IL","","US",,"Eldorado Elementary School, 1100 ALEXANDER ST, ELDORADO, US-IL, 62930-2328",,
"CUS0000001822","Westport Free Public Library","408 OLD COUNTY RD","WESTPORT","02790-1160","US-MA","","US",,"Westport Free Public Library, 408 OLD COUNTY RD, WESTPORT, US-MA, 02790-1160",,
"CUS0000001833","Ecole Marie-Anne-Gaboury","95 PULBERRY ST","WINNIPEG","R2M 3X5","CA-MB","","CA",,"Ecole Marie-Anne-Gaboury, 95 PULBERRY ST, WINNIPEG, CA-MB, R2M 3X5",,
"CUS0000001844","Parkside Pre-School","474 CENTRE ST STE 2","NEWTON","02458-2090","US-MA","","US",,"Parkside Pre-School, 474 CENTRE ST STE 2, NEWTON, US-MA, 02458-2090",,
"CUS0000001855","Armed Services Ymca-Mtn View","500 MOUNTAIN LION RD","KILLEEN","76548-8838","US-TX","","US",,"Armed Services Ymca-Mtn View, 500 MOUNTAIN LION RD, KILLEEN, US-TX, 76548-8838",,
"CUS0000001866","Woodrow Wilson High School","400 STANAFORD RD","BECKLEY","25801-3144","US-WV","","US",,"Woodrow Wilson High School, 400 STANAFORD RD, BECKLEY, US-WV, 25801-3144",,
"CUS0000001877","KINDERCARE-KINGSPORT","2000 AMERICAN WAY","KINGSPORT","37660-4760","US-TN","","US",,"KINDERCARE-KINGSPORT, 2000 AMERICAN WAY, KINGSPORT, US-TN, 37660-4760",,
"CUS0000001888","Capital Area Children'S Ctr","55 UTLEY DR","CAMP HILL","17011-8028","US-PA","","US",,"Capital Area Children'S Ctr, 55 UTLEY DR, CAMP HILL, US-PA, 17011-8028",,
"CUS0000001899","Busy Beaver Extnd Day Prog","347 WOODSIDE AVE","BRIDGEPORT","06606-2275","US-CT","","US",,"Busy Beaver Extnd Day Prog, 347 WOODSIDE AVE, BRIDGEPORT, US-CT, 06606-2275",,
"CUS000000190A","Kid'S Club Dc-Miss Karen","115 EASTERN AVE","BALLSTON SPA","12020-1822","US-NY","","US",,"Kid'S Club Dc-Miss Karen, 115 EASTERN AVE, BALLSTON SPA, US-NY, 12020-1822",,
"CUS000000191B","Lots-A-Tots Family Day Care","1433 FERN AVE","SCHENECTADY","12306-2710","US-NY","","US",,"Lots-A-Tots Family Day Care, 1433 FERN AVE, SCHENECTADY, US-NY, 12306-2710",,
"CUS000000192C","Moffett Head Start","701 BELT AVE","MOFFETT","74946","US-OK","","US",,"Moffett Head Start, 701 BELT AVE, MOFFETT, US-OK, 74946",,
"CUS000000193D","Graeagle Pre-School","PO BOX 1636","BLRSDN GREAGL","96103-1636","US-CA","","US",,"Graeagle Pre-School, PO BOX 1636, BLRSDN GREAGL, US-CA, 96103-1636",,
"CUS000000194E","Smart Start Day School","6301 SW 57TH DR","MIAMI","33143-2100","US-FL","","US",,"Smart Start Day School, 6301 SW 57TH DR, MIAMI, US-FL, 33143-2100",,
"CUS000000195F","Wayside Baptist Pre-School","7701 SW 98TH ST","MIAMI","33156-2634","US-FL","","US",,"Wayside Baptist Pre-School, 7701 SW 98TH ST, MIAMI, US-FL, 33156-2634",,
"CUS000000196G","First Friends","366 STATE ROUTE 46","BUCKSPORT","04416-4765","US-ME","","US",,"First Friends, 366 STATE ROUTE 46, BUCKSPORT, US-ME, 04416-4765",,
"CUS000000197H","Stepping Stones Ccc & Ps","832 URBANE RD NE","CLEVELAND","37312-4761","US-TN","","US",,"Stepping Stones Ccc & Ps, 832 URBANE RD NE, CLEVELAND, US-TN, 37312-4761",,
"CUS000000198I","Ymca Sunshine Company Pre-Sch","2900 SEPULVEDA BLVD","TORRANCE","90505-2804","US-CA","","US",,"Ymca Sunshine Company Pre-Sch, 2900 SEPULVEDA BLVD, TORRANCE, US-CA, 90505-2804",,
"CUS000000199J","Day Care Plus","721 S MAIN ST","CLAWSON","48017-2017","US-MI","","US",,"Day Care Plus, 721 S MAIN ST, CLAWSON, US-MI, 48017-2017",,
"CUS000000200K","Added Love Learning Center","110 BRAXTON CT","FAYETTEVILLE","30214-1968","US-GA","","US",,"Added Love Learning Center, 110 BRAXTON CT, FAYETTEVILLE, US-GA, 30214-1968",,
"CUS000000201L","Ywca Child Care","649 W MARKET ST","LIMA","45801-4603","US-OH","","US",,"Ywca Child Care, 649 W MARKET ST, LIMA, US-OH, 45801-4603",,
"CUS000000202M","Glorious Wonders Child Care","1700 BUTLER DR","MURFREESBORO","37127-6521","US-TN","","US",,"Glorious Wonders Child Care, 1700 BUTLER DR, MURFREESBORO, US-TN, 37127-6521",,
"CUS000000203N","West Hartford Extended Ccc","425 OAKWOOD AVE","WEST HARTFORD","06110-1154","US-CT","","US",,"West Hartford Extended Ccc, 425 OAKWOOD AVE, WEST HARTFORD, US-CT, 06110-1154",,
"CUS000000204O","Moriah Head Start","3092 PLANK RD","MINEVILLE","12956-1049","US-NY","","US",,"Moriah Head Start, 3092 PLANK RD, MINEVILLE, US-NY, 12956-1049",,
"CUS000000205P","Jacobs Ladder 2","470 GA HIGHWAY 247 S","BONAIRE","31005-3719","US-GA","","US",,"Jacobs Ladder 2, 470 GA HIGHWAY 247 S, BONAIRE, US-GA, 31005-3719",,
"CUS000000206Q","Walnut Acres Day Care Ctr","450 WIGET LN","WALNUT CREEK","94598-3465","US-CA","","US",,"Walnut Acres Day Care Ctr, 450 WIGET LN, WALNUT CREEK, US-CA, 94598-3465",,
"CUS000000207R","Walnut Ave Chrn Cmty Pre-Sch","260 WALNUT AVE","WALNUT CREEK","94598-3373","US-CA","","US",,"Walnut Ave Chrn Cmty Pre-Sch, 260 WALNUT AVE, WALNUT CREEK, US-CA, 94598-3373",,
"CUS000000208S","Kiddie Kare Christian Day Care","1511 BRUCE ST","CONWAY","72034-6422","US-AR","","US",,"Kiddie Kare Christian Day Care, 1511 BRUCE ST, CONWAY, US-AR, 72034-6422",,
"CUS000000209T","Little Guys and Gals Cc","4335 LARIMORE AVE","OMAHA","68111-2169","US-NE","","US",,"Little Guys and Gals Cc, 4335 LARIMORE AVE, OMAHA, US-NE, 68111-2169",,
"CUS000000210U","Mary Rider Day Care","418 44TH ST S","BROOKINGS","57006-7213","US-SD","","US",,"Mary Rider Day Care, 418 44TH ST S, BROOKINGS, US-SD, 57006-7213",,
"CUS000000211V","Kindercare-Town Center","9290 RIDGELINE BLVD","HGHLNDS RANCH","80129-2378","US-CO","","US",,"Kindercare-Town Center, 9290 RIDGELINE BLVD, HGHLNDS RANCH, US-CO, 80129-2378",,
"CUS000000212W","Little Sprouts Childrens Ctr","4541 FLEUR DR","DES MOINES","50321-2331","US-IA","","US",,"Little Sprouts Childrens Ctr, 4541 FLEUR DR, DES MOINES, US-IA, 50321-2331",,
"CUS000000213X","Learning Center Ccc","4300 E SAM HOUSTON PKWY S","PASADENA","77505-3910","US-TX","","US",,"Learning Center Ccc, 4300 E SAM HOUSTON PKWY S, PASADENA, US-TX, 77505-3910",,
"CUS000000214Y","Sonshine Ark","1406 6TH ST","FLORESVILLE","78114-2366","US-TX","","US",,"Sonshine Ark, 1406 6TH ST, FLORESVILLE, US-TX, 78114-2366",,
"CUS000000215Z","Ymca Day Care-Trilakes","17250 JACKSON CREEK PKWY","MONUMENT","80132-7300","US-CO","","US",,"Ymca Day Care-Trilakes, 17250 JACKSON CREEK PKWY, MONUMENT, US-CO, 80132-7300",,
"CUS0000002160","Mt Chestnut Christian Pre-Sch","727 W OLD ROUTE 422","BUTLER","16001-8361","US-PA","","US",,"Mt Chestnut Christian Pre-Sch, 727 W OLD ROUTE 422, BUTLER, US-PA, 16001-8361",,
"CUS0000002171","Mt Chestnut Christian Pre-Sch","727 W OLD ROUTE 422","BUTLER","16001-8361","US-PA","","US",,"Mt Chestnut Christian Pre-Sch, 727 W OLD ROUTE 422, BUTLER, US-PA, 16001-8361",,
"CUS0000002182","Meyersdale Head Start Center","1345 SHAW MINES RD","MEYERSDALE","15552-7223","US-PA","","US",,"Meyersdale Head Start Center, 1345 SHAW MINES RD, MEYERSDALE, US-PA, 15552-7223",,
"CUS0000002193","Jake Place Pre-School","2510 HILLCREST CT","WEST LINN","97068-1448","US-OR","","US",,"Jake Place Pre-School, 2510 HILLCREST CT, WEST LINN, US-OR, 97068-1448",,
"CUS0000002204","Aspirus Ymca Child Dev Ctr","3402 HOWLAND AVE","SCHOFIELD","54476-5633","US-WI","","US",,"Aspirus Ymca Child Dev Ctr, 3402 HOWLAND AVE, SCHOFIELD, US-WI, 54476-5633",,
"CUS0000002215","Gema'S Childcare Ctr","495 CAMPAGNOLI AVE","COPIAGUE","11726-2105","US-NY","","US",,"Gema'S Childcare Ctr, 495 CAMPAGNOLI AVE, COPIAGUE, US-NY, 11726-2105",,
"CUS0000002226","Peace of Mind Child Dev Ctr","10995 CANADA RD","BIRCH RUN","48415-9792","US-MI","","US",,"Peace of Mind Child Dev Ctr, 10995 CANADA RD, BIRCH RUN, US-MI, 48415-9792",,
"CUS0000002237","Walnut Woods Pre-School","4950 MASSILLON RD","CANTON","44720-1412","US-OH","","US",,"Walnut Woods Pre-School, 4950 MASSILLON RD, CANTON, US-OH, 44720-1412",,
"CUS0000002248","Bright Beginnings Chrn Pre-Sch","390 MIMOSA AVE","VISTA","92081-8114","US-CA","","US",,"Bright Beginnings Chrn Pre-Sch, 390 MIMOSA AVE, VISTA, US-CA, 92081-8114",,
"CUS0000002259","DIAMOND-A-CAT-A-ME","6955 ALMEDA RD","HOUSTON","77021-2009","US-TX","","US",,"DIAMOND-A-CAT-A-ME, 6955 ALMEDA RD, HOUSTON, US-TX, 77021-2009",,
"CUS000000226A","Lollipop Childcare","9 GUY ST","HOULTON","04730-2515","US-ME","","US",,"Lollipop Childcare, 9 GUY ST, HOULTON, US-ME, 04730-2515",,
"CUS000000227B","Little Adventures Children Ctr","4000 CANYONS RESORT DR","PARK CITY","84098-6546","US-UT","","US",,"Little Adventures Children Ctr, 4000 CANYONS RESORT DR, PARK CITY, US-UT, 84098-6546",,
"CUS000000228C","Community Project Day Care Ctr","924 N DUNLAP ST","MEMPHIS","38107-2614","US-TN","","US",,"Community Project Day Care Ctr, 924 N DUNLAP ST, MEMPHIS, US-TN, 38107-2614",,
"CUS000000229D","Southboro Extended Day Care","PO BOX 390","SOUTHBOROUGH","01772-0390","US-MA","","US",,"Southboro Extended Day Care, PO BOX 390, SOUTHBOROUGH, US-MA, 01772-0390",,
"CUS000000230E","R E Lindner Ymca Cc-Williams","10901 REED HARTMAN HWY STE 220","CINCINNATI","45242-2838","US-OH","","US",,"R E Lindner Ymca Cc-Williams, 10901 REED HARTMAN HWY STE 220, CINCINNATI, US-OH, 45242-2838",,
"CUS000000231F","Mcdonald Sunshine Place Cc","3641 CHICAGO AVE","MINNEAPOLIS","55407-2603","US-MN","","US",,"Mcdonald Sunshine Place Cc, 3641 CHICAGO AVE, MINNEAPOLIS, US-MN, 55407-2603",,
"CUS000000232G","Jones School","6549 E LIVINGSTON AVE","REYNOLDSBURG","43068-3502","US-OH","","US",,"Jones School, 6549 E LIVINGSTON AVE, REYNOLDSBURG, US-OH, 43068-3502",,
"CUS000000233H","Twaide'S Childcare & Lrng Ctr","23925 DENTON ST","CLINTON TWP","48036-3404","US-MI","","US",,"Twaide'S Childcare & Lrng Ctr, 23925 DENTON ST, CLINTON TWP, US-MI, 48036-3404",,
"CUS000000234I","First Baptist Church-Wee Sch","300 OLD DECATUR RD N","SAGINAW","76179",,"","US",,"First Baptist Church-Wee Sch, 300 OLD DECATUR RD N, SAGINAW, 76179",,
"CUS000000235J","First Chrn Church Day Care Ctr","916 W WALNUT AVE","DUNCAN","73533-4624","US-OK","","US",,"First Chrn Church Day Care Ctr, 916 W WALNUT AVE, DUNCAN, US-OK, 73533-4624",,
"CUS000000236K","The Moorland Family Ymca","907 E LEDBETTER DR","DALLAS","75216-6859","US-TX","","US",,"The Moorland Family Ymca, 907 E LEDBETTER DR, DALLAS, US-TX, 75216-6859",,
"CUS000000237L","Bedford Stuyvesant Early Cc","275 MARCUS GARVEY BLVD","BROOKLYN","11221-6692","US-NY","","US",,"Bedford Stuyvesant Early Cc, 275 MARCUS GARVEY BLVD, BROOKLYN, US-NY, 11221-6692",,
"CUS000000238M","Sun Garden Mont Chldrn'S Hse","2284 LONG ST","WEST LINN","97068-3405","US-OR","","US",,"Sun Garden Mont Chldrn'S Hse, 2284 LONG ST, WEST LINN, US-OR, 97068-3405",,
"CUS000000239N","Aldamaty'S Day Care","782 W COVENTRY DR","TUCSON","85756-6530","US-AZ","","US",,"Aldamaty'S Day Care, 782 W COVENTRY DR, TUCSON, US-AZ, 85756-6530",,
"CUS000000240O","Hesters Creative Pre-School","1700 BENJAMIN PKWY","GREENSBORO","27408-4606","US-NC","","US",,"Hesters Creative Pre-School, 1700 BENJAMIN PKWY, GREENSBORO, US-NC, 27408-4606",,
"CUS000000241P","Tykes & Tots","1015 BRIDGE RD STE C","COLLEGEVILLE","19426-1179","US-PA","","US",,"Tykes & Tots, 1015 BRIDGE RD STE C, COLLEGEVILLE, US-PA, 19426-1179",,
"CUS000000242Q","Centro Armonia Pre-School","531 W RINCON AVE","CAMPBELL","95008-2753","US-CA","","US",,"Centro Armonia Pre-School, 531 W RINCON AVE, CAMPBELL, US-CA, 95008-2753",,
"CUS000000243R","Paw Paw Patch","718 S COMMERCE ST","CENTERVILLE","75833-1909","US-TX","","US",,"Paw Paw Patch, 718 S COMMERCE ST, CENTERVILLE, US-TX, 75833-1909",,
"CUS000000244S","Cath Charities St Martin","7911 DETROIT AVE","CLEVELAND","44102-2815","US-OH","","US",,"Cath Charities St Martin, 7911 DETROIT AVE, CLEVELAND, US-OH, 44102-2815",,
"CUS000000245T","Goddard Sch- Greater Heights","835 W 23RD ST","HOUSTON","77008-1733","US-TX","","US",,"Goddard Sch- Greater Heights, 835 W 23RD ST, HOUSTON, US-TX, 77008-1733",,
"CUS000000246U","Rose Marie Hersey Day Care","7 BOULDER AVE","SOUTH PARIS","04281-1201","US-ME","","US",,"Rose Marie Hersey Day Care, 7 BOULDER AVE, SOUTH PARIS, US-ME, 04281-1201",,
"CUS000000247V","Foxwood Prep School","19901 FOXWOOD FOREST BLVD","HUMBLE","77338-1651","US-TX","","US",,"Foxwood Prep School, 19901 FOXWOOD FOREST BLVD, HUMBLE, US-TX, 77338-1651",,
"CUS000000248W","Briarcliffe College-Queens","3030 THOMSON AVE FL 6B","LONG IS CITY","11101-3019","US-NY","","US",,"Briarcliffe College-Queens, 3030 THOMSON AVE FL 6B, LONG IS CITY, US-NY, 11101-3019",,
"CUS000000249X","Rancho San Antonio","21000 PLUMMER ST","CHATSWORTH","91311-4903","US-CA","","US",,"Rancho San Antonio, 21000 PLUMMER ST, CHATSWORTH, US-CA, 91311-4903",,
"CUS000000250Y","CHAMPIONS-TOLSON","2917 8TH ST NE","WASHINGTON","20017-1669","US-DC","","US",,"CHAMPIONS-TOLSON, 2917 8TH ST NE, WASHINGTON, US-DC, 20017-1669",,
"CUS000000251Z","Kingsland Academy","2715 CHAMBERLAYNE AVE","RICHMOND","23222-3503","US-VA","","US",,"Kingsland Academy, 2715 CHAMBERLAYNE AVE, RICHMOND, US-VA, 23222-3503",,
"CUS0000002520","Early Learners Advanced Lc","112 MORGAN ST","POOLER","31322-2616","US-GA","","US",,"Early Learners Advanced Lc, 112 MORGAN ST, POOLER, US-GA, 31322-2616",,
"CUS0000002531","Johns Creek Elementary School","6205 OLD ATLANTA RD","SUWANEE","30024-1206","US-GA","","US",,"Johns Creek Elementary School, 6205 OLD ATLANTA RD, SUWANEE, US-GA, 30024-1206",,
"CUS0000002542","Classical Academy of Sarasota","8751 FRUITVILLE RD","SARASOTA","34240-5201","US-FL","","US",,"Classical Academy of Sarasota, 8751 FRUITVILLE RD, SARASOTA, US-FL, 34240-5201",,
"CUS0000002553","Indian Creek Local Sch Dist","100 PARK DR","WINTERSVILLE","43953-3943","US-OH","","US",,"Indian Creek Local Sch Dist, 100 PARK DR, WINTERSVILLE, US-OH, 43953-3943",,
"CUS0000002564","Annette Street Jr & Sr Pub Sch","265 ANNETTE ST","TORONTO","M6P 1R3","CA-ON","","CA",,"Annette Street Jr & Sr Pub Sch, 265 ANNETTE ST, TORONTO, CA-ON, M6P 1R3",,
"CUS000000301D","Johns Creek Elementary School","6205 OLD ATLANTA RD","SUWANEE","30024-1206","US-GA","","US",,"Johns Creek Elementary School, 6205 OLD ATLANTA RD, SUWANEE, US-GA, 30024-1206",,
"CUS000000302E","Columbia Falls Jr High School","1805 TALBOT RD","COLUMBIA FLS","59912-4501","US-MT","","US",,"Columbia Falls Jr High School, 1805 TALBOT RD, COLUMBIA FLS, US-MT, 59912-4501",,
"CUS000000303F","Calvary Chapel Chrn School","1969 MCDANIELS BRIDGE RD SW","LILBURN","30047-2537","US-GA","","US",,"Calvary Chapel Chrn School, 1969 MCDANIELS BRIDGE RD SW, LILBURN, US-GA, 30047-2537",,
"CUS000000304G","Reach Cyber Charter School","750 E PARK DR STE 204","HARRISBURG","17111-2758","US-PA","","US",,"Reach Cyber Charter School, 750 E PARK DR STE 204, HARRISBURG, US-PA, 17111-2758",,
"CUS000000305H","Carnegie High School","330 W WILDCAT DR","CARNEGIE","73015-1030","US-OK","","US",,"Carnegie High School, 330 W WILDCAT DR, CARNEGIE, US-OK, 73015-1030",,
"CUS000000306I","Yeshivat Magen Abraham","723 AVENUE Z","BROOKLYN","11223-6240","US-NY","","US",,"Yeshivat Magen Abraham, 723 AVENUE Z, BROOKLYN, US-NY, 11223-6240",,
"CUS000000307J","St John Paul Ii Catholic High Schl","3120 N 137TH AVE","AVONDALE","85392-1210","US-AZ","","US",,"St John Paul Ii Catholic High Schl, 3120 N 137TH AVE, AVONDALE, US-AZ, 85392-1210",,
"CUS000000308K","Universidad Interamericana","BARRIO CORALES","AGUADILLA","00605",,"","US",,"Universidad Interamericana, BARRIO CORALES, AGUADILLA, 00605",,
